1074;844;1;1;1:39.070;99070
1074;830;1;2;1:40.236;100236
1074;832;1;3;1:41.006;101006
1074;1;1;4;1:41.555;101555
1074;825;1;5;1:42.333;102333
1074;815;1;6;1:42.993;102993
1074;847;1;7;1:43.445;103445
1074;842;1;8;1:44.270;104270
1074;4;1;9;1:45.174;105174
1074;839;1;10;1:46.170;106170
1074;848;1;11;1:47.636;107636
1074;852;1;12;1:48.128;108128
1074;854;1;13;1:48.826;108826
1074;822;1;14;1:49.195;109195
1074;807;1;15;1:49.698;109698
1074;846;1;16;1:50.088;110088
1074;840;1;17;1:50.439;110439
1074;849;1;18;1:51.134;111134
1074;855;1;19;1:51.374;111374
1074;817;1;20;1:51.601;111601
1074;844;2;1;1:37.853;97853
1074;830;2;2;1:37.880;97880
1074;832;2;3;1:38.649;98649
1074;825;2;5;1:38.993;98993
1074;1;2;4;1:39.002;99002
1074;815;2;6;1:39.092;99092
1074;847;2;7;1:39.694;99694
1074;839;2;10;1:40.111;100111
1074;842;2;8;1:40.169;100169
1074;4;2;9;1:40.412;100412
1074;848;2;11;1:40.548;100548
1074;852;2;12;1:40.697;100697
1074;854;2;13;1:40.722;100722
1074;822;2;14;1:40.817;100817
1074;840;2;16;1:41.019;101019
1074;807;2;15;1:41.077;101077
1074;855;2;18;1:41.229;101229
1074;846;2;17;1:42.279;102279
1074;849;2;19;1:42.298;102298
1074;817;2;20;1:42.590;102590
1074;844;3;1;1:38.272;98272
1074;830;3;2;1:38.357;98357
1074;832;3;3;1:39.049;99049
1074;1;3;4;1:39.075;99075
1074;815;3;5;1:39.473;99473
1074;847;3;7;1:39.725;99725
1074;842;3;8;1:39.968;99968
1074;855;3;17;1:40.183;100183
1074;4;3;9;1:40.226;100226
1074;839;3;10;1:40.248;100248
1074;852;3;12;1:40.618;100618
1074;807;3;15;1:40.638;100638
1074;848;3;11;1:40.664;100664
1074;822;3;14;1:40.732;100732
1074;854;3;13;1:40.747;100747
1074;840;3;16;1:40.887;100887
1074;825;3;6;1:41.224;101224
1074;849;3;19;1:41.668;101668
1074;817;3;20;1:41.711;101711
1074;846;3;18;1:41.785;101785
1074;844;4;1;1:38.414;98414
1074;830;4;2;1:38.566;98566
1074;815;4;5;1:38.741;98741
1074;1;4;4;1:38.892;98892
1074;832;4;3;1:38.923;98923
1074;825;4;6;1:39.642;99642
1074;847;4;7;1:39.772;99772
1074;4;4;9;1:40.097;100097
1074;842;4;8;1:40.158;100158
1074;839;4;10;1:40.209;100209
1074;855;4;16;1:40.393;100393
1074;852;4;12;1:40.958;100958
1074;848;4;11;1:41.126;101126
1074;822;4;14;1:41.127;101127
1074;854;4;13;1:41.163;101163
1074;807;4;15;1:41.189;101189
1074;846;4;18;1:41.459;101459
1074;817;4;20;1:41.803;101803
1074;840;4;17;1:41.931;101931
1074;849;4;19;1:41.947;101947
1074;844;5;1;1:38.471;98471
1074;815;5;5;1:38.861;98861
1074;830;5;2;1:38.877;98877
1074;1;5;4;1:38.923;98923
1074;847;5;6;1:39.041;99041
1074;832;5;3;1:39.101;99101
1074;842;5;8;1:40.249;100249
1074;852;5;11;1:40.363;100363
1074;4;5;9;1:40.465;100465
1074;839;5;10;1:40.483;100483
1074;825;5;7;1:41.169;101169
1074;855;5;15;1:41.574;101574
1074;849;5;19;1:41.678;101678
1074;846;5;18;1:41.713;101713
1074;840;5;17;1:41.715;101715
1074;822;5;14;1:41.817;101817
1074;817;5;20;1:41.818;101818
1074;854;5;13;1:42.049;102049
1074;848;5;12;1:42.303;102303
1074;807;5;16;1:42.490;102490
1074;844;6;1;1:38.712;98712
1074;830;6;2;1:38.940;98940
1074;815;6;5;1:39.218;99218
1074;832;6;3;1:39.594;99594
1074;847;6;6;1:39.605;99605
1074;1;6;4;1:39.707;99707
1074;825;6;7;1:40.338;100338
1074;842;6;8;1:40.474;100474
1074;839;6;10;1:40.558;100558
1074;852;6;11;1:40.611;100611
1074;4;6;9;1:40.658;100658
1074;822;6;13;1:41.003;101003
1074;855;6;15;1:41.461;101461
1074;846;6;18;1:41.658;101658
1074;848;6;12;1:41.708;101708
1074;817;6;19;1:41.770;101770
1074;840;6;17;1:41.897;101897
1074;807;6;16;1:41.995;101995
1074;854;6;14;1:42.447;102447
1074;849;6;20;1:42.945;102945
1074;844;7;1;1:38.835;98835
1074;830;7;2;1:39.062;99062
1074;815;7;5;1:39.264;99264
1074;832;7;3;1:39.588;99588
1074;1;7;4;1:39.682;99682
1074;847;7;6;1:39.934;99934
1074;842;7;8;1:40.433;100433
1074;825;7;7;1:40.555;100555
1074;855;7;14;1:40.620;100620
1074;852;7;11;1:40.754;100754
1074;839;7;10;1:40.782;100782
1074;4;7;9;1:40.823;100823
1074;822;7;13;1:41.287;101287
1074;848;7;12;1:41.561;101561
1074;840;7;17;1:41.827;101827
1074;807;7;16;1:41.912;101912
1074;849;7;19;1:42.065;102065
1074;846;7;18;1:42.192;102192
1074;854;7;15;1:42.512;102512
1074;817;7;20;1:43.137;103137
1074;844;8;1;1:38.951;98951
1074;830;8;2;1:39.092;99092
1074;832;8;3;1:39.275;99275
1074;847;8;6;1:39.729;99729
1074;1;8;4;1:39.758;99758
1074;815;8;5;1:39.825;99825
1074;839;8;9;1:40.442;100442
1074;825;8;7;1:40.451;100451
1074;842;8;8;1:40.684;100684
1074;852;8;11;1:41.351;101351
1074;822;8;12;1:41.606;101606
1074;846;8;18;1:41.860;101860
1074;817;8;20;1:41.894;101894
1074;849;8;19;1:41.931;101931
1074;855;8;14;1:42.110;102110
1074;840;8;17;1:42.174;102174
1074;807;8;16;1:42.177;102177
1074;854;8;15;1:42.304;102304
1074;4;8;10;1:42.371;102371
1074;848;8;13;1:43.097;103097
1074;844;9;1;1:38.807;98807
1074;830;9;2;1:39.251;99251
1074;832;9;3;1:39.424;99424
1074;847;9;6;1:40.158;100158
1074;815;9;5;1:40.215;100215
1074;1;9;4;1:40.274;100274
1074;822;9;12;1:40.586;100586
1074;825;9;7;1:40.756;100756
1074;839;9;9;1:40.819;100819
1074;842;9;8;1:40.844;100844
1074;852;9;11;1:40.900;100900
1074;4;9;10;1:41.448;101448
1074;840;9;16;1:41.557;101557
1074;848;9;13;1:42.149;102149
1074;854;9;15;1:42.158;102158
1074;855;9;14;1:42.258;102258
1074;849;9;19;1:42.473;102473
1074;846;9;18;1:42.492;102492
1074;817;9;20;1:42.746;102746
1074;807;9;17;1:43.773;103773
1074;844;10;1;1:39.123;99123
1074;830;10;2;1:39.392;99392
1074;832;10;3;1:39.682;99682
1074;815;10;4;1:39.806;99806
1074;847;10;6;1:40.236;100236
1074;822;10;12;1:40.788;100788
1074;842;10;8;1:40.981;100981
1074;839;10;9;1:40.992;100992
1074;852;10;11;1:41.182;101182
1074;825;10;7;1:41.195;101195
1074;855;10;13;1:41.339;101339
1074;1;10;5;1:41.581;101581
1074;4;10;10;1:41.873;101873
1074;840;10;15;1:42.350;102350
1074;849;10;19;1:42.678;102678
1074;817;10;20;1:42.777;102777
1074;807;10;17;1:43.228;103228
1074;846;10;18;1:43.420;103420
1074;848;10;14;1:43.500;103500
1074;854;10;16;1:43.969;103969
1074;844;11;1;1:39.306;99306
1074;830;11;2;1:39.479;99479
1074;815;11;4;1:39.931;99931
1074;832;11;3;1:39.942;99942
1074;847;11;6;1:40.358;100358
1074;855;11;13;1:41.057;101057
1074;825;11;7;1:41.064;101064
1074;822;11;12;1:41.075;101075
1074;839;11;9;1:41.082;101082
1074;842;11;8;1:41.089;101089
1074;852;11;10;1:41.313;101313
1074;840;11;15;1:42.343;102343
1074;848;11;14;1:42.588;102588
1074;807;11;17;1:42.603;102603
1074;817;11;20;1:42.641;102641
1074;854;11;16;1:42.809;102809
1074;849;11;19;1:42.822;102822
1074;846;11;18;1:42.833;102833
1074;1;11;5;1:42.945;102945
1074;4;11;11;1:44.265;104265
1074;844;12;1;1:39.256;99256
1074;830;12;2;1:39.410;99410
1074;815;12;4;1:39.754;99754
1074;832;12;3;1:40.097;100097
1074;847;12;5;1:40.215;100215
1074;822;12;10;1:41.073;101073
1074;839;12;8;1:41.094;101094
1074;852;12;9;1:41.096;101096
1074;855;12;11;1:41.281;101281
1074;842;12;7;1:41.347;101347
1074;825;12;6;1:41.370;101370
1074;817;12;18;1:41.621;101621
1074;840;12;14;1:42.462;102462
1074;848;12;13;1:42.505;102505
1074;846;12;16;1:42.645;102645
1074;807;12;15;1:42.821;102821
1074;849;12;19;1:43.492;103492
1074;854;12;17;1:45.949;105949
1074;4;12;20;2:00.053;120053
1074;1;12;12;2:03.697;123697
1074;4;13;17;1:39.050;99050
1074;844;13;1;1:39.279;99279
1074;1;13;11;1:39.330;99330
1074;830;13;2;1:39.534;99534
1074;815;13;4;1:39.992;99992
1074;832;13;3;1:40.165;100165
1074;847;13;5;1:40.448;100448
1074;842;13;7;1:41.256;101256
1074;825;13;6;1:41.283;101283
1074;822;13;10;1:41.291;101291
1074;852;13;9;1:41.337;101337
1074;839;13;8;1:41.395;101395
1074;855;13;12;1:41.400;101400
1074;807;13;15;1:41.942;101942
1074;846;13;16;1:42.041;102041
1074;840;13;13;1:42.235;102235
1074;817;13;18;1:42.461;102461
1074;849;13;19;1:43.360;103360
1074;848;13;14;1:44.752;104752
1074;854;13;20;1:59.469;119469
1074;854;14;19;1:38.179;98179
1074;1;14;10;1:39.309;99309
1074;844;14;1;1:39.629;99629
1074;4;14;14;1:39.704;99704
1074;815;14;3;1:40.035;100035
1074;847;14;5;1:40.409;100409
1074;855;14;12;1:41.185;101185
1074;852;14;9;1:41.352;101352
1074;840;14;13;1:41.803;101803
1074;830;14;2;1:42.050;102050
1074;817;14;17;1:42.375;102375
1074;846;14;16;1:42.794;102794
1074;807;14;15;1:42.959;102959
1074;832;14;4;1:43.029;103029
1074;822;14;11;1:43.736;103736
1074;842;14;7;1:44.005;104005
1074;839;14;8;1:44.080;104080
1074;825;14;6;1:44.244;104244
1074;849;14;18;1:45.315;105315
1074;848;14;20;2:01.075;121075
1074;1;15;6;1:38.587;98587
1074;854;15;18;1:39.109;99109
1074;848;15;19;1:39.517;99517
1074;4;15;11;1:40.256;100256
1074;840;15;10;1:41.875;101875
1074;844;15;1;1:42.041;102041
1074;815;15;2;1:42.445;102445
1074;817;15;15;1:42.543;102543
1074;807;15;13;1:42.819;102819
1074;846;15;14;1:42.830;102830
1074;847;15;3;1:43.097;103097
1074;855;15;8;1:43.106;103106
1074;852;15;7;1:43.687;103687
1074;830;15;4;1:57.409;117409
1074;832;15;5;1:58.327;118327
1074;849;15;20;1:58.534;118534
1074;825;15;9;1:59.764;119764
1074;822;15;17;2:00.669;120669
1074;842;15;12;2:01.397;121397
1074;839;15;16;2:05.634;125634
1074;830;16;2;1:36.905;96905
1074;832;16;3;1:37.477;97477
1074;825;16;7;1:37.968;97968
1074;1;16;5;1:38.236;98236
1074;842;16;8;1:38.705;98705
1074;849;16;20;1:39.239;99239
1074;854;16;17;1:39.406;99406
1074;839;16;11;1:40.079;100079
1074;848;16;19;1:40.164;100164
1074;822;16;16;1:40.259;100259
1074;4;16;9;1:40.572;100572
1074;840;16;10;1:42.592;102592
1074;846;16;13;1:43.031;103031
1074;817;16;15;1:43.515;103515
1074;807;16;12;1:43.615;103615
1074;844;16;1;1:57.660;117660
1074;815;16;4;1:58.858;118858
1074;855;16;18;2:01.722;121722
1074;852;16;14;2:01.989;121989
1074;847;16;6;2:02.370;122370
1074;815;17;4;1:36.634;96634
1074;832;17;3;1:37.172;97172
1074;844;17;1;1:37.520;97520
1074;830;17;2;1:37.587;97587
1074;847;17;6;1:38.089;98089
1074;825;17;7;1:38.216;98216
1074;855;17;16;1:38.348;98348
1074;1;17;5;1:38.644;98644
1074;839;17;11;1:38.820;98820
1074;842;17;8;1:38.868;98868
1074;4;17;9;1:39.434;99434
1074;849;17;20;1:39.655;99655
1074;852;17;12;1:39.939;99939
1074;822;17;13;1:40.103;100103
1074;848;17;19;1:40.265;100265
1074;854;17;17;1:40.565;100565
